Facility ID,Facility Name,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Readmission national comparison,Patient experience national comparison,Mortality national comparison
101577,Hospital 1577,City 77,TX,11577,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Below the national average,Above the national average
101578,Hospital 1578,City 78,CA,11578,County 28,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Above the national average,Same as the national average
101579,Hospital 1579,City 79,PA,11579,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Above the national average,Above the national average
101580,Hospital 1580,City 80,MI,11580,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Not Available,Same as the national average
101581,Hospital 1581,City 81,NC,11581,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Below the national average,Not Available
101582,Hospital 1582,City 82,NY,11582,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Above the national average,Above the national average
101583,Hospital 1583,City 83,MI,11583,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Above the national average,Not Available
101584,Hospital 1584,City 84,OH,11584,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Below the national average,Same as the national average
101585,Hospital 1585,City 85,OH,11585,County 35,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Not Available,Same as the national average
101586,Hospital 1586,City 86,FL,11586,County 36,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Same as the national average,Not Available
101587,Hospital 1587,City 87,TX,11587,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Below the national average,Not Available
101588,Hospital 1588,City 88,OH,11588,County 38,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Not Available,Same as the national average
101589,Hospital 1589,City 89,IL,11589,County 39,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Below the national average,Below the national average
101590,Hospital 1590,City 90,NY,11590,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Above the national average,Above the national average
101591,Hospital 1591,City 91,FL,11591,County 41,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Same as the national average,Above the national average
101592,Hospital 1592,City 92,FL,11592,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Not Available,Above the national average
101593,Hospital 1593,City 93,NY,11593,County 43,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Above the national average,Below the national average
101594,Hospital 1594,City 94,IL,11594,County 44,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Same as the national average,Below the national average,Not Available
101595,Hospital 1595,City 95,PA,11595,County 45,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Not Available,Above the national average
101596,Hospital 1596,City 96,NC,11596,County 46,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Not Available,Above the national average
101597,Hospital 1597,City 97,IL,11597,County 47,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Above the national average,Above the national average
101598,Hospital 1598,City 98,FL,11598,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Below the national average,Not Available
101599,Hospital 1599,City 99,TX,11599,County 49,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Not Available,Above the national average
101600,Hospital 1600,City 0,OH,11600,County 0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Same as the national average,Not Available
101601,Hospital 1601,City 1,CA,11601,County 1,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Above the national average,Not Available
101602,Hospital 1602,City 2,CA,11602,County 2,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Below the national average,Same as the national average
101603,Hospital 1603,City 3,CA,11603,County 3,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Below the national average,Above the national average
101604,Hospital 1604,City 4,CA,11604,County 4,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Not Available,Below the national average
101605,Hospital 1605,City 5,GA,11605,County 5,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Above the national average,Below the national average
101606,Hospital 1606,City 6,IL,11606,County 6,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Not Available,Below the national average
101607,Hospital 1607,City 7,NC,11607,County 7,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Not Available,Not Available
101608,Hospital 1608,City 8,IL,11608,County 8,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Same as the national average,Above the national average
101609,Hospital 1609,City 9,TX,11609,County 9,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Same as the national average,Not Available
101610,Hospital 1610,City 10,CA,11610,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Above the national average,Below the national average
101611,Hospital 1611,City 11,GA,11611,County 11,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Above the national average,Above the national average
101612,Hospital 1612,City 12,TX,11612,County 12,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Same as the national average,Not Available
101613,Hospital 1613,City 13,PA,11613,County 13,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Not Available,Same as the national average
101614,Hospital 1614,City 14,GA,11614,County 14,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Above the national average,Same as the national average
101615,Hospital 1615,City 15,GA,11615,County 15,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Above the national average,Not Available
101616,Hospital 1616,City 16,NY,11616,County 16,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Same as the national average,Above the national average
101617,Hospital 1617,City 17,FL,11617,County 17,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Below the national average,Same as the national average
101618,Hospital 1618,City 18,CA,11618,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Below the national average,Not Available,Above the national average
101619,Hospital 1619,City 19,IL,11619,County 19,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Below the national average,Same as the national average
101620,Hospital 1620,City 20,NY,11620,County 20,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Below the national average,Same as the national average
101621,Hospital 1621,City 21,FL,11621,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Not Available,Same as the national average
101622,Hospital 1622,City 22,OH,11622,County 22,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Above the national average,Same as the national average
101623,Hospital 1623,City 23,CA,11623,County 23,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Same as the national average
101624,Hospital 1624,City 24,GA,11624,County 24,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Above the national average,Not Available
101625,Hospital 1625,City 25,IL,11625,County 25,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Not Available,Above the national average
101626,Hospital 1626,City 26,NY,11626,County 26,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Same as the national average,Not Available
101627,Hospital 1627,City 27,FL,11627,County 27,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Above the national average,Below the national average
101628,Hospital 1628,City 28,PA,11628,County 28,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Above the national average,Not Available
101629,Hospital 1629,City 29,GA,11629,County 29,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Below the national average,Not Available
101630,Hospital 1630,City 30,NC,11630,County 30,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Not Available,Not Available
101631,Hospital 1631,City 31,PA,11631,County 31,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Not Available,Not Available
101632,Hospital 1632,City 32,IL,11632,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Above the national average,Above the national average
101633,Hospital 1633,City 33,CA,11633,County 33,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Not Available,Above the national average,Not Available
101634,Hospital 1634,City 34,MI,11634,County 34,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Below the national average,Not Available
101635,Hospital 1635,City 35,FL,11635,County 35,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Above the national average,Same as the national average
101636,Hospital 1636,City 36,GA,11636,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Not Available,Not Available
101637,Hospital 1637,City 37,NY,11637,County 37,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Below the national average,Below the national average,Below the national average
101638,Hospital 1638,City 38,IL,11638,County 38,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Not Available,Above the national average
